stock,currentValue,VaR95,ES95,VaR99,ES99,Standard_Dev,min,max,mean
VZ,41.779998779296875,0.8453798242331629,1.306801216186811,1.5674241908821074,2.127952616733545,0.5656237684106563,-4.253689739,7.842904103478176,-0.008919474
PYPL,72.43000030517578,2.4560807872550328,3.3825732282971024,3.9243426079466843,4.9092086493736815,1.5385854540236565,-9.788850679,9.203571344664397,-0.043609403
WMT,77.2300033569336,1.2281935357730305,2.0273928503818377,2.2756222709384417,3.9459327022910076,0.9022417921098559,-17.45781073,12.877253592765612,-0.024865281
QCOM,174.39874267578125,5.981238112032827,8.57569470496904,9.6798623421883,13.787185508614318,3.9808599125923316,-51.62215714,31.803693210775265,0.08143589923822014
MRK,118.44999694824219,2.0266538974770327,3.483333759389669,4.198105595091349,6.672869644815248,1.6263982314420977,-29.50030838,44.49314997027889,-0.029959893
LLY,960.02001953125,29.412894751483805,47.822146401504774,55.20900682064212,87.6256346684209,20.768834530336786,-337.9059482,240.415163044069,-1.329741364
MCD,286.9900207519531,5.114685237051162,7.149549193476816,8.20977354053997,10.625711628392423,3.292000264559812,-24.71488951,23.68400424882674,0.02634226734182488
T,19.899999618530273,0.4227464831460104,0.6099316049087715,0.7265551351750403,0.9482853343724821,0.2725229415834444,-2.245951061,1.9099978713518801,-0.003945906
NKE,82.94999694824219,2.104990164559638,3.3627979731490205,3.909327986572336,5.886900344167485,1.510943415940557,-18.73070005,15.737561297833679,0.0897686165372307
DHR,269.30999755859375,6.129932710385162,8.797297867045025,10.541068951903867,13.36498395490917,4.009307409239707,-23.79970845,32.65348904157139,-0.178397081
LOW,248.5,5.739974871611537,8.366236612902657,9.639850397836454,13.32774619356911,4.1039759658178845,-25.19488256,103.10400036962466,-0.097824735
LIN,476.8476867675781,7.193851862913277,10.722410744124543,12.558771168393775,17.62640216324072,4.62433697106232,-39.83754967,39.493836906144224,-0.136727284
TXN,214.33999633789062,5.582256910326834,7.257486406176473,8.290388775101974,10.002355066648668,3.414582100919689,-27.51918912,17.045872963874928,-0.028101893
NEE,80.51000213623047,2.3488529230397006,3.8227403838937817,4.525451463863092,6.510764298823095,1.6473294735191155,-19.41245623,18.279919440232007,0.01682278992333385
AMD,148.55999755859375,7.0530551322191,9.760725930547796,11.090851330742396,14.64718616213674,4.509637246243561,-34.43763521,46.481212034159626,-0.088102404
UNP,256.0899963378906,4.656795860780818,6.0685844680214105,6.833777797790077,8.2442421770777,2.818439203472239,-13.93949368,11.823070606137378,-0.099004241
PM,123.29000091552734,2.068551871816581,2.904134085358342,3.285912057348554,4.306556857049402,1.3016210847601777,-13.03253202,7.249294986263379,-0.044779495
INTU,630.260009765625,15.742574609788903,21.73073797212418,24.757135562678627,33.81616791923309,10.174441987950077,-68.60036708,74.549953326999,0.6794519678115346
UPS,128.5500030517578,2.9575420743067724,4.585132378204938,5.5110051286492165,7.918602534733819,2.106998020065002,-16.87481571,33.973485167219025,0.08115700372477917
HON,207.91000366210938,3.3823487312620273,4.509057118579912,5.218414349766618,6.440378352398284,2.1109027314071334,-16.12194818,10.121940922604551,0.05806548250843969
